,Date,Team,Normalized Offensive Rating,Normalized Defensive Rating
225,2024-10-31,Miami Heat,0.4687499999999998,0.2222222222222223
226,2024-10-31,Milwaukee Bucks,0.4062500000000001,0.1039426523297493
227,2024-10-31,Minnesota Timberwolves,0.6132812499999999,0.225806451612903
228,2024-10-31,New Orleans Pelicans,0.3124999999999999,0.1756272401433694
229,2024-10-31,New York Knicks,0.8515624999999996,0.0788530465949821
230,2024-10-31,Oklahoma City Thunder,0.4179687499999999,1.0
231,2024-10-31,Orlando Magic,0.5468749999999998,0.4408602150537632
232,2024-10-31,Philadelphia 76ers,0.33984375,0.2007168458781364
233,2024-10-31,Phoenix Suns,0.6289062500000001,0.3154121863799282
234,2024-10-31,Portland Trail Blazers,0.3671875000000001,0.2222222222222223
235,2024-10-31,Sacramento Kings,0.6953124999999997,0.3512544802867382
236,2024-10-31,San Antonio Spurs,0.2578125000000002,0.4336917562724016
237,2024-10-31,Toronto Raptors,0.5273437499999998,0.0
238,2024-10-31,Utah Jazz,0.0,0.1577060931899643
239,2024-10-31,Washington Wizards,0.5898437500000001,0.0609318996415771
240,2024-11-01,Atlanta Hawks,0.5585937499999997,0.0766129032258067
241,2024-11-01,Boston Celtics,1.0,0.3629032258064516
242,2024-11-01,Brooklyn Nets,0.7343749999999997,0.225806451612903
243,2024-11-01,Charlotte Hornets,0.7539062499999997,0.0201612903225806
244,2024-11-01,Chicago Bulls,0.3124999999999999,0.4233870967741936
245,2024-11-01,Cleveland Cavaliers,0.9609375,0.580645161290323
246,2024-11-01,Dallas Mavericks,0.5507812500000001,0.3830645161290322
247,2024-11-01,Denver Nuggets,0.5625,0.1895161290322582
248,2024-11-01,Detroit Pistons,0.3945312500000002,0.165322580645161
249,2024-11-01,Golden State Warriors,0.8124999999999997,0.8911290322580644
250,2024-11-01,Houston Rockets,0.6328124999999999,0.4879032258064514
251,2024-11-01,Indiana Pacers,0.5156249999999999,0.1370967741935486
252,2024-11-01,LA Clippers,0.4960937499999999,0.4717741935483872
253,2024-11-01,Los Angeles Lakers,0.7421874999999998,0.1088709677419356
254,2024-11-01,Memphis Grizzlies,0.6054687499999998,0.2903225806451615
255,2024-11-01,Miami Heat,0.4687499999999998,0.3024193548387097
256,2024-11-01,Milwaukee Bucks,0.4062500000000001,0.1693548387096776
257,2024-11-01,Minnesota Timberwolves,0.6562499999999997,0.2903225806451615
258,2024-11-01,New Orleans Pelicans,0.4531250000000001,0.2096774193548388
259,2024-11-01,New York Knicks,0.9296874999999996,0.2903225806451615
260,2024-11-01,Oklahoma City Thunder,0.6328124999999999,1.0
261,2024-11-01,Orlando Magic,0.5195312499999997,0.4758064516129031
262,2024-11-01,Philadelphia 76ers,0.33984375,0.2782258064516132
263,2024-11-01,Phoenix Suns,0.6289062500000001,0.4072580645161289
264,2024-11-01,Portland Trail Blazers,0.4101562499999999,0.1411290322580645
265,2024-11-01,Sacramento Kings,0.71875,0.4395161290322583
266,2024-11-01,San Antonio Spurs,0.2578125000000002,0.5403225806451616
267,2024-11-01,Toronto Raptors,0.5937499999999999,0.0
268,2024-11-01,Utah Jazz,0.0,0.2298387096774194
269,2024-11-01,Washington Wizards,0.5898437500000001,0.1209677419354838
270,2024-11-02,Atlanta Hawks,0.5806451612903223,0.0329218106995888
271,2024-11-02,Boston Celtics,1.0,0.3580246913580246
272,2024-11-02,Brooklyn Nets,0.7620967741935482,0.1851851851851851
273,2024-11-02,Charlotte Hornets,0.7096774193548385,0.0
274,2024-11-02,Chicago Bulls,0.3266129032258063,0.3868312757201646
275,2024-11-02,Cleveland Cavaliers,0.9758064516129036,0.4814814814814814
276,2024-11-02,Dallas Mavericks,0.5725806451612905,0.3456790123456791
277,2024-11-02,Denver Nuggets,0.6491935483870966,0.2798353909465024
278,2024-11-02,Detroit Pistons,0.4112903225806453,0.1234567901234567
279,2024-11-02,Golden State Warriors,0.8427419354838708,0.7572016460905349
280,2024-11-02,Houston Rockets,0.6532258064516131,0.3786008230452674
281,2024-11-02,Indiana Pacers,0.5362903225806451,0.0946502057613173
282,2024-11-02,LA Clippers,0.3911290322580646,0.4609053497942386
283,2024-11-02,Los Angeles Lakers,0.7701612903225805,0.0658436213991773
284,2024-11-02,Memphis Grizzlies,0.685483870967742,0.2798353909465024
285,2024-11-02,Miami Heat,0.5282258064516128,0.4197530864197529
286,2024-11-02,Milwaukee Bucks,0.4838709677419355,0.1111111111111111
287,2024-11-02,Minnesota Timberwolves,0.6411290322580643,0.2222222222222223
288,2024-11-02,New Orleans Pelicans,0.4717741935483873,0.1687242798353911
289,2024-11-02,New York Knicks,0.9637096774193546,0.2510288065843623
290,2024-11-02,Oklahoma City Thunder,0.596774193548387,1.0
291,2024-11-02,Orlando Magic,0.540322580645161,0.4403292181069957
292,2024-11-02,Philadelphia 76ers,0.3669354838709675,0.1522633744855968
293,2024-11-02,Phoenix Suns,0.5604838709677417,0.4732510288065841
294,2024-11-02,Portland Trail Blazers,0.3508064516129033,0.2016460905349796
295,2024-11-02,Sacramento Kings,0.7016129032258062,0.3744855967078191
296,2024-11-02,San Antonio Spurs,0.3588709677419351,0.4938271604938269
297,2024-11-02,Toronto Raptors,0.6169354838709677,0.0205761316872428
298,2024-11-02,Utah Jazz,0.0,0.1399176954732511
299,2024-11-02,Washington Wizards,0.4717741935483873,0.0987654320987656
300,2024-11-03,Atlanta Hawks,0.6693548387096773,0.0658436213991773
301,2024-11-03,Boston Celtics,1.0,0.3580246913580246
302,2024-11-03,Brooklyn Nets,0.6653225806451614,0.1934156378600823
303,2024-11-03,Charlotte Hornets,0.7096774193548385,0.0
304,2024-11-03,Chicago Bulls,0.3266129032258063,0.3868312757201646
305,2024-11-03,Cleveland Cavaliers,0.9758064516129036,0.4814814814814814
306,2024-11-03,Dallas Mavericks,0.540322580645161,0.5349794238683125
307,2024-11-03,Denver Nuggets,0.6491935483870966,0.2798353909465024
308,2024-11-03,Detroit Pistons,0.4395161290322578,0.2222222222222223
309,2024-11-03,Golden State Warriors,0.8427419354838708,0.7572016460905349
310,2024-11-03,Houston Rockets,0.6532258064516131,0.3786008230452674
311,2024-11-03,Indiana Pacers,0.5362903225806451,0.0946502057613173
312,2024-11-03,LA Clippers,0.3911290322580646,0.4609053497942386
313,2024-11-03,Los Angeles Lakers,0.7701612903225805,0.0658436213991773
314,2024-11-03,Memphis Grizzlies,0.685483870967742,0.2798353909465024
315,2024-11-03,Miami Heat,0.5282258064516128,0.4197530864197529
316,2024-11-03,Milwaukee Bucks,0.4838709677419355,0.1111111111111111
317,2024-11-03,Minnesota Timberwolves,0.6411290322580643,0.2222222222222223
318,2024-11-03,New Orleans Pelicans,0.4959677419354838,0.0905349794238683
319,2024-11-03,New York Knicks,0.9637096774193546,0.2510288065843623
320,2024-11-03,Oklahoma City Thunder,0.596774193548387,1.0
321,2024-11-03,Orlando Magic,0.3830645161290323,0.448559670781893
322,2024-11-03,Philadelphia 76ers,0.3669354838709675,0.1522633744855968
323,2024-11-03,Phoenix Suns,0.5604838709677417,0.4732510288065841
324,2024-11-03,Portland Trail Blazers,0.3508064516129033,0.2016460905349796
325,2024-11-03,Sacramento Kings,0.7016129032258062,0.3744855967078191
326,2024-11-03,San Antonio Spurs,0.3588709677419351,0.4938271604938269
327,2024-11-03,Toronto Raptors,0.6169354838709677,0.0205761316872428
328,2024-11-03,Utah Jazz,0.0,0.1399176954732511
329,2024-11-03,Washington Wizards,0.4717741935483873,0.0987654320987656
330,2024-11-04,Atlanta Hawks,0.4404145077720208,0.0476190476190476
331,2024-11-04,Boston Celtics,1.0,0.4484126984126982
332,2024-11-04,Brooklyn Nets,0.6165803108808294,0.1904761904761903
333,2024-11-04,Charlotte Hornets,0.5233160621761656,0.0
334,2024-11-04,Chicago Bulls,0.2901554404145075,0.238095238095238
335,2024-11-04,Cleveland Cavaliers,0.9585492227979276,0.4246031746031746
336,2024-11-04,Dallas Mavericks,0.5233160621761656,0.3809523809523807
337,2024-11-04,Denver Nuggets,0.6217616580310882,0.238095238095238
338,2024-11-04,Detroit Pistons,0.3626943005181348,0.2420634920634917
339,2024-11-04,Golden State Warriors,0.8497409326424875,0.6706349206349208
340,2024-11-04,Houston Rockets,0.6113989637305699,0.3730158730158732
341,2024-11-04,Indiana Pacers,0.5595854922279793,0.0515873015873015
342,2024-11-04,LA Clippers,0.3626943005181348,0.3968253968253967
343,2024-11-04,Los Angeles Lakers,0.6580310880829018,0.0555555555555558
344,2024-11-04,Memphis Grizzlies,0.6113989637305699,0.2420634920634917
345,2024-11-04,Miami Heat,0.4818652849740932,0.3095238095238094
346,2024-11-04,Milwaukee Bucks,0.3937823834196889,0.0992063492063491
347,2024-11-04,Minnesota Timberwolves,0.5958549222797929,0.2976190476190475
348,2024-11-04,New Orleans Pelicans,0.3626943005181348,0.0198412698412698
349,2024-11-04,New York Knicks,0.8549222797927463,0.2023809523809521
350,2024-11-04,Oklahoma City Thunder,0.435233160621762,1.0
351,2024-11-04,Orlando Magic,0.1088082901554401,0.4563492063492063
352,2024-11-04,Philadelphia 76ers,0.2901554404145075,0.1230158730158728
353,2024-11-04,Phoenix Suns,0.5077720207253885,0.4047619047619049
354,2024-11-04,Portland Trail Blazers,0.3316062176165806,0.2142857142857145
355,2024-11-04,Sacramento Kings,0.6994818652849742,0.3134920634920637
356,2024-11-04,San Antonio Spurs,0.2642487046632121,0.376984126984127
357,2024-11-04,Toronto Raptors,0.5595854922279793,0.0039682539682537
358,2024-11-04,Utah Jazz,0.0,0.0833333333333331
359,2024-11-04,Washington Wizards,0.3523316062176165,0.0595238095238095
360,2024-11-05,Atlanta Hawks,0.4404145077720208,0.0476190476190476
361,2024-11-05,Boston Celtics,1.0,0.4484126984126982
362,2024-11-05,Brooklyn Nets,0.6165803108808294,0.1904761904761903
363,2024-11-05,Charlotte Hornets,0.5233160621761656,0.0
364,2024-11-05,Chicago Bulls,0.2901554404145075,0.238095238095238
365,2024-11-05,Cleveland Cavaliers,0.9585492227979276,0.4246031746031746
366,2024-11-05,Dallas Mavericks,0.5233160621761656,0.3809523809523807
367,2024-11-05,Denver Nuggets,0.6217616580310882,0.238095238095238
368,2024-11-05,Detroit Pistons,0.3626943005181348,0.2420634920634917
369,2024-11-05,Golden State Warriors,0.8497409326424875,0.6706349206349208
370,2024-11-05,Houston Rockets,0.6113989637305699,0.3730158730158732
371,2024-11-05,Indiana Pacers,0.5595854922279793,0.0515873015873015
372,2024-11-05,LA Clippers,0.3626943005181348,0.3968253968253967
373,2024-11-05,Los Angeles Lakers,0.6580310880829018,0.0555555555555558
374,2024-11-05,Memphis Grizzlies,0.6113989637305699,0.2420634920634917
375,2024-11-05,Miami Heat,0.4818652849740932,0.3095238095238094
376,2024-11-05,Milwaukee Bucks,0.3937823834196889,0.0992063492063491
377,2024-11-05,Minnesota Timberwolves,0.5958549222797929,0.2976190476190475
378,2024-11-05,New Orleans Pelicans,0.3626943005181348,0.0198412698412698
379,2024-11-05,New York Knicks,0.8549222797927463,0.2023809523809521
380,2024-11-05,Oklahoma City Thunder,0.435233160621762,1.0
381,2024-11-05,Orlando Magic,0.1088082901554401,0.4563492063492063
382,2024-11-05,Philadelphia 76ers,0.2901554404145075,0.1230158730158728
383,2024-11-05,Phoenix Suns,0.5077720207253885,0.4047619047619049
384,2024-11-05,Portland Trail Blazers,0.3316062176165806,0.2142857142857145
385,2024-11-05,Sacramento Kings,0.6994818652849742,0.3134920634920637
386,2024-11-05,San Antonio Spurs,0.2642487046632121,0.376984126984127
387,2024-11-05,Toronto Raptors,0.5595854922279793,0.0039682539682537
388,2024-11-05,Utah Jazz,0.0,0.0833333333333331
389,2024-11-05,Washington Wizards,0.3523316062176165,0.0595238095238095
390,2024-11-06,Atlanta Hawks,0.4948979591836737,0.0982905982905987
