,Team,Off_Rating,Def_Rating,Year,NBA Champion,Normalized_Off_Rating,Normalized_Def_Rating,Contender,Team,Off_Rating,Def_Rating,Year,Normalized_Off_Rating,Normalized_Def_Rating,Contender at Christmas
46,New York Knicks,102.9,99.5,1997,False,0.2857142857142863,0.974137931034483,False,New York Knicks,99.3,97.2,1999.0,0.49324324324324315,0.7499999999999994,False
47,Orlando Magic,103.8,104.2,1997,False,0.3533834586466164,0.5689655172413791,False,Orlando Magic,100.7,100.0,1999.0,0.5878378378378382,0.5241935483870965,False
48,Philadelphia 76ers,102.6,109.5,1997,False,0.2631578947368418,0.1120689655172412,False,Philadelphia 76ers,94.9,95.4,1999.0,0.19594594594594636,0.8951612903225797,False
49,Phoenix Suns,108.0,107.1,1997,False,0.669172932330827,0.3189655172413796,False,Phoenix Suns,103.2,97.2,1999.0,0.7567567567567571,0.7499999999999994,True
50,Portland Trail Blazers,106.3,102.1,1997,False,0.5413533834586464,0.7500000000000007,False,Portland Trail Blazers,103.3,96.0,1999.0,0.7635135135135135,0.8467741935483867,True
51,Sacramento Kings,102.7,107.0,1997,False,0.2706766917293237,0.3275862068965516,False,Sacramento Kings,101.9,99.8,1999.0,0.6689189189189194,0.5403225806451613,False
52,San Antonio Spurs,102.1,110.8,1997,False,0.2255639097744359,0.0,False,San Antonio Spurs,101.0,94.7,1999.0,0.6081081081081082,0.9516129032258058,True
53,Seattle SuperSonics,109.6,101.0,1997,False,0.7894736842105257,0.8448275862068967,True,Seattle SuperSonics,103.9,102.7,1999.0,0.8040540540540546,0.3064516129032254,False
54,Toronto Raptors,102.9,106.4,1997,False,0.2857142857142863,0.3793103448275856,False,Toronto Raptors,101.8,100.6,1999.0,0.6621621621621621,0.47580645161290347,False
55,Utah Jazz,112.4,102.6,1997,False,1.0,0.7068965517241386,True,Utah Jazz,104.2,100.4,1999.0,0.8243243243243247,0.4919354838709671,False
56,Vancouver Grizzlies,99.1,110.1,1997,False,0.0,0.0603448275862071,False,Vancouver Grizzlies,98.7,106.5,1999.0,0.45270270270270296,0.0,False
57,Washington Bullets,105.2,103.7,1997,False,0.4586466165413536,0.6120689655172412,False,Washington Wizards,96.9,103.1,1999.0,0.33108108108108153,0.2741935483870971,False
58,Atlanta Hawks,106.5,102.5,1998,False,0.741176470588235,0.6183206106870227,True,Atlanta Hawks,95.0,100.0,2000.0,0.17006802721088432,0.414634146341463,False
59,Boston Celtics,100.8,103.5,1998,False,0.405882352941176,0.5419847328244273,False,Boston Celtics,98.1,101.5,2000.0,0.3809523809523805,0.2926829268292679,False
60,Charlotte Hornets,105.5,103.3,1998,False,0.6823529411764703,0.5572519083969466,False,Charlotte Hornets,99.4,94.0,2000.0,0.4693877551020411,0.9024390243902436,False
61,Chicago Bulls,106.2,98.4,1998,True,0.7235294117647058,0.9312977099236636,True,Chicago Bulls,92.5,105.1,2000.0,0.0,0.0,False
62,Cleveland Cavaliers,100.3,97.5,1998,False,0.3764705882352936,1.0,False,Cleveland Cavaliers,98.1,100.1,2000.0,0.3809523809523805,0.4065040650406505,False
63,Dallas Mavericks,98.9,105.2,1998,False,0.2941176470588235,0.4122137404580148,False,Dallas Mavericks,104.8,101.7,2000.0,0.8367346938775506,0.27642276422764167,False
64,Denver Nuggets,97.4,110.6,1998,False,0.2058823529411764,0.0,False,Denver Nuggets,101.5,104.9,2000.0,0.6122448979591836,0.016260162601625106,False
65,Detroit Pistons,103.4,101.8,1998,False,0.5588235294117647,0.6717557251908397,False,Detroit Pistons,97.7,99.2,2000.0,0.35374149659863957,0.47967479674796687,False
66,Golden State Warriors,93.9,103.5,1998,False,0.0,0.5419847328244273,False,Golden State Warriors,97.6,103.9,2000.0,0.34693877551020363,0.09756097560975519,False
67,Houston Rockets,105.9,106.8,1998,False,0.7058823529411765,0.2900763358778625,False,Houston Rockets,103.0,102.2,2000.0,0.7142857142857142,0.23577235772357663,False
68,Indiana Pacers,106.3,99.5,1998,False,0.7294117647058819,0.8473282442748091,True,Indiana Pacers,100.9,101.1,2000.0,0.5714285714285717,0.32520325203252043,False
69,Los Angeles Clippers,101.8,109.6,1998,False,0.4647058823529407,0.0763358778625954,False,Los Angeles Clippers,96.1,99.7,2000.0,0.24489795918367305,0.43902439024390183,False
70,Los Angeles Lakers,110.4,102.3,1998,False,0.9705882352941176,0.633587786259542,True,Los Angeles Lakers,107.2,103.3,2000.0,1.0,0.14634146341463394,False
71,Miami Heat,105.7,100.5,1998,False,0.6941176470588234,0.7709923664122136,True,Miami Heat,97.0,96.4,2000.0,0.3061224489795918,0.707317073170731,False
72,Milwaukee Bucks,101.5,103.7,1998,False,0.4470588235294114,0.526717557251908,False,Milwaukee Bucks,103.9,103.7,2000.0,0.7755102040816328,0.1138211382113814,False
73,Minnesota Timberwolves,106.4,105.5,1998,False,0.7352941176470589,0.3893129770992364,False,Minnesota Timberwolves,102.2,102.2,2000.0,0.6598639455782314,0.23577235772357663,False
74,New Jersey Nets,105.8,104.3,1998,False,0.6999999999999995,0.4809160305343511,False,New Jersey Nets,93.1,98.1,2000.0,0.04081632653061185,0.5691056910569108,False
75,New York Knicks,101.5,98.8,1998,False,0.4470588235294114,0.900763358778626,False,New York Knicks,97.6,95.6,2000.0,0.34693877551020363,0.772357723577236,False
76,Orlando Magic,101.0,102.2,1998,False,0.4176470588235291,0.6412213740458012,False,Orlando Magic,99.0,98.9,2000.0,0.44217687074829926,0.5040650406504057,False
77,Philadelphia 76ers,101.1,103.3,1998,False,0.4235294117647052,0.5572519083969466,False,Philadelphia 76ers,98.9,93.4,2000.0,0.43537414965986426,0.9512195121951212,False
78,Phoenix Suns,106.3,100.6,1998,False,0.7294117647058819,0.7633587786259546,True,Phoenix Suns,98.2,93.4,2000.0,0.3877551020408164,0.9512195121951212,False
79,Portland Trail Blazers,102.4,100.8,1998,False,0.5,0.7480916030534353,False,Portland Trail Blazers,103.9,100.3,2000.0,0.7755102040816328,0.3902439024390243,False
80,Sacramento Kings,99.1,105.0,1998,False,0.3058823529411758,0.427480916030534,False,Sacramento Kings,101.5,92.8,2000.0,0.6122448979591836,1.0,True
81,San Antonio Spurs,102.4,98.0,1998,False,0.5,0.9618320610687022,True,San Antonio Spurs,100.2,94.4,2000.0,0.523809523809524,0.8699186991869912,True
82,Seattle SuperSonics,110.1,102.3,1998,False,0.9529411764705876,0.633587786259542,True,Seattle SuperSonics,103.4,102.4,2000.0,0.741496598639456,0.2195121951219503,False
83,Toronto Raptors,99.4,108.9,1998,False,0.3235294117647059,0.1297709923664114,False,Toronto Raptors,101.6,100.0,2000.0,0.6190476190476185,0.414634146341463,False
84,Utah Jazz,110.9,103.8,1998,False,1.0,0.5190839694656488,True,Utah Jazz,105.9,98.5,2000.0,0.9115646258503404,0.5365853658536581,True
85,Vancouver Grizzlies,102.4,110.2,1998,False,0.5,0.0305343511450375,False,Vancouver Grizzlies,96.0,99.2,2000.0,0.23809523809523805,0.47967479674796687,False
86,Washington Wizards,103.9,103.2,1998,False,0.5882352941176471,0.5648854961832057,False,Washington Wizards,93.5,101.8,2000.0,0.06802721088435373,0.26829268292682906,False
87,Atlanta Hawks,98.4,95.3,1999,False,0.460526315789474,0.8866666666666665,False,Atlanta Hawks,100.0,105.3,2001.0,0.45762711864406774,0.16981132075471683,False
88,Boston Celtics,98.7,100.8,1999,False,0.480263157894737,0.5199999999999998,False,Boston Celtics,102.2,97.9,2001.0,0.5819209039548024,0.8679245283018862,True
89,Charlotte Hornets,100.4,100.4,1999,False,0.5921052631578951,0.546666666666666,False,Charlotte Hornets,102.9,104.8,2001.0,0.6214689265536727,0.21698113207547154,False
90,Chicago Bulls,91.4,101.7,1999,False,0.0,0.4599999999999994,False,Chicago Bulls,91.9,104.8,2001.0,0.0,0.21698113207547154,False
91,Cleveland Cavaliers,98.2,100.1,1999,False,0.4473684210526317,0.5666666666666667,False,Cleveland Cavaliers,100.9,104.5,2001.0,0.5084745762711868,0.24528301886792414,False
92,Dallas Mavericks,100.2,103.0,1999,False,0.5789473684210529,0.3733333333333329,False,Dallas Mavericks,109.6,106.2,2001.0,1.0,0.0849056603773577,False
93,Denver Nuggets,101.4,108.6,1999,False,0.6578947368421058,0.0,False,Denver Nuggets,102.4,107.1,2001.0,0.5932203389830513,0.0,False
94,Detroit Pistons,102.4,98.4,1999,False,0.7236842105263164,0.6799999999999993,True,Detroit Pistons,103.9,100.8,2001.0,0.6779661016949157,0.5943396226415094,True
95,Golden State Warriors,96.0,98.9,1999,False,0.3026315789473682,0.6466666666666658,False,Golden State Warriors,99.2,104.0,2001.0,0.41242937853107353,0.29245283018867885,False
96,Houston Rockets,103.5,101.0,1999,False,0.7960526315789476,0.5066666666666663,False,Houston Rockets,99.7,105.7,2001.0,0.440677966101695,0.1320754716981125,False
97,Indiana Pacers,106.6,102.2,1999,False,1.0,0.4266666666666661,False,Indiana Pacers,103.7,104.3,2001.0,0.666666666666667,0.26415094339622625,False
98,Los Angeles Clippers,98.3,107.8,1999,False,0.4539473684210524,0.0533333333333331,False,Los Angeles Clippers,102.9,99.8,2001.0,0.6214689265536727,0.688679245283019,True
99,Los Angeles Lakers,106.1,102.8,1999,False,0.9671052631578948,0.3866666666666665,False,Los Angeles Lakers,106.8,96.7,2001.0,0.8418079096045198,0.9811320754716978,True
100,Miami Heat,102.9,97.1,1999,False,0.7565789473684216,0.7666666666666666,True,Memphis Grizzlies,95.3,103.2,2001.0,0.19209039548022563,0.36792452830188616,False
101,Milwaukee Bucks,102.9,101.2,1999,False,0.7565789473684216,0.4933333333333327,False,Miami Heat,92.2,99.1,2001.0,0.016949152542372732,0.7547169811320759,False
102,Minnesota Timberwolves,99.9,99.4,1999,False,0.5592105263157899,0.6133333333333326,False,Milwaukee Bucks,104.9,103.9,2001.0,0.7344632768361586,0.30188679245282923,False
103,New Jersey Nets,97.0,101.2,1999,False,0.3684210526315788,0.4933333333333327,False,Minnesota Timberwolves,108.2,101.2,2001.0,0.9209039548022603,0.5566037735849052,True
104,New York Knicks,97.2,95.9,1999,False,0.3815789473684211,0.8466666666666659,False,New Jersey Nets,100.4,96.6,2001.0,0.48022598870056526,0.9905660377358496,True
105,Orlando Magic,98.9,96.3,1999,False,0.4934210526315793,0.8199999999999998,False,New York Knicks,99.1,101.2,2001.0,0.4067796610169488,0.5566037735849052,False
106,Philadelphia 76ers,97.8,95.5,1999,False,0.4210526315789471,0.873333333333333,False,Orlando Magic,106.7,104.5,2001.0,0.8361581920903959,0.24528301886792414,False
107,Phoenix Suns,103.9,101.6,1999,False,0.8223684210526322,0.4666666666666667,False,Philadelphia 76ers,95.9,96.5,2001.0,0.2259887005649719,1.0,False
108,Portland Trail Blazers,102.8,96.2,1999,False,0.75,0.8266666666666661,True,Phoenix Suns,104.7,102.1,2001.0,0.7231638418079099,0.4716981132075474,False
109,Sacramento Kings,101.2,101.6,1999,False,0.6447368421052635,0.4666666666666667,False,Portland Trail Blazers,105.7,105.3,2001.0,0.7796610169491529,0.16981132075471683,False
110,San Antonio Spurs,102.7,93.6,1999,True,0.7434210526315793,1.0,True,Sacramento Kings,104.4,98.5,2001.0,0.7062146892655372,0.8113207547169811,True
111,Seattle SuperSonics,103.2,104.2,1999,False,0.7763157894736846,0.2933333333333328,False,San Antonio Spurs,109.3,98.7,2001.0,0.9830508474576273,0.7924528301886788,True
112,Toronto Raptors,99.8,101.8,1999,False,0.5526315789473683,0.4533333333333331,False,Seattle SuperSonics,106.0,106.5,2001.0,0.7966101694915256,0.056603773584905204,False
113,Utah Jazz,104.2,96.7,1999,False,0.8421052631578951,0.7933333333333328,True,Toronto Raptors,101.2,100.7,2001.0,0.5254237288135595,0.6037735849056599,False
114,Vancouver Grizzlies,97.1,106.3,1999,False,0.3749999999999995,0.1533333333333331,False,Utah Jazz,103.9,104.2,2001.0,0.6779661016949157,0.27358490566037674,False
115,Washington Wizards,99.8,102.1,1999,False,0.5526315789473683,0.4333333333333333,False,Washington Wizards,100.6,100.6,2001.0,0.49152542372881325,0.6132075471698116,False
116,Atlanta Hawks,100.1,105.8,2000,False,0.5214285714285712,0.1896551724137934,False,Atlanta Hawks,100.5,104.3,2002.0,0.5952380952380952,0.14634146341463394,False
117,Boston Celtics,102.9,103.9,2000,False,0.7214285714285721,0.3534482758620686,False,Boston Celtics,100.7,99.2,2002.0,0.604761904761905,0.560975609756097,False
118,Charlotte Hornets,102.5,99.7,2000,False,0.6928571428571431,0.7155172413793105,True,Chicago Bulls,97.1,102.6,2002.0,0.43333333333333307,0.2845528455284554,False
119,Chicago Bulls,92.8,102.8,2000,False,0.0,0.4482758620689659,False,Cleveland Cavaliers,94.8,104.7,2002.0,0.32380952380952366,0.1138211382113814,False
120,Cleveland Cavaliers,98.7,102.2,2000,False,0.4214285714285718,0.5,False,Dallas Mavericks,109.0,97.2,2002.0,1.0,0.7235772357723572,True
121,Dallas Mavericks,104.7,105.2,2000,False,0.8500000000000004,0.2413793103448275,False,Denver Nuggets,88.0,97.4,2002.0,0.0,0.707317073170731,False
122,Denver Nuggets,102.2,104.5,2000,False,0.6714285714285718,0.3017241379310346,False,Detroit Pistons,99.8,96.7,2002.0,0.5619047619047618,0.7642276422764223,True
123,Detroit Pistons,105.2,103.8,2000,False,0.8857142857142861,0.3620689655172417,False,Golden State Warriors,103.4,106.1,2002.0,0.7333333333333336,0.0,False
124,Golden State Warriors,98.0,106.5,2000,False,0.3714285714285716,0.1293103448275863,False,Houston Rockets,101.0,98.0,2002.0,0.6190476190476191,0.6585365853658534,True
125,Houston Rockets,103.3,104.2,2000,False,0.75,0.3275862068965516,False,Indiana Pacers,103.6,98.7,2002.0,0.7428571428571425,0.6016260162601621,True
126,Indiana Pacers,106.8,101.7,2000,False,1.0,0.5431034482758621,True,Los Angeles Clippers,99.4,101.5,2002.0,0.5428571428571431,0.37398373983739797,False
127,Los Angeles Clippers,96.1,108.0,2000,False,0.2357142857142855,0.0,False,Los Angeles Lakers,98.2,102.0,2002.0,0.4857142857142859,0.3333333333333329,False
128,Los Angeles Lakers,105.4,96.4,2000,True,0.9000000000000006,1.0,True,Memphis Grizzlies,99.2,106.0,2002.0,0.5333333333333334,0.008130081300812497,False
129,Miami Heat,102.5,99.4,2000,False,0.6928571428571431,0.7413793103448274,True,Miami Heat,95.8,100.4,2002.0,0.3714285714285713,0.46341463414634065,False
130,Milwaukee Bucks,106.5,106.2,2000,False,0.9785714285714288,0.1551724137931033,False,Milwaukee Bucks,105.6,104.6,2002.0,0.8380952380952378,0.12195121951219512,False
131,Minnesota Timberwolves,104.2,101.7,2000,False,0.8142857142857147,0.5431034482758621,True,Minnesota Timberwolves,100.9,100.9,2002.0,0.6142857142857145,0.4227642276422756,False
132,New Jersey Nets,102.8,103.9,2000,False,0.7142857142857143,0.3534482758620686,False,New Jersey Nets,103.1,93.8,2002.0,0.7190476190476188,1.0,True
133,New York Knicks,100.9,99.5,2000,False,0.5785714285714292,0.7327586206896555,True,New Orleans Hornets,103.1,100.0,2002.0,0.7190476190476188,0.4959349593495932,False
134,Orlando Magic,101.1,100.3,2000,False,0.5928571428571426,0.6637931034482765,False,New York Knicks,99.9,103.2,2002.0,0.566666666666667,0.23577235772357663,False
135,Philadelphia 76ers,99.9,98.3,2000,False,0.5071428571428578,0.8362068965517248,True,Orlando Magic,102.8,103.8,2002.0,0.7047619047619046,0.18699186991869898,False
136,Phoenix Suns,102.7,97.3,2000,False,0.7071428571428575,0.922413793103449,True,Philadelphia 76ers,100.4,97.1,2002.0,0.5904761904761907,0.7317073170731709,True
137,Portland Trail Blazers,106.5,99.5,2000,False,0.9785714285714288,0.7327586206896555,True,Phoenix Suns,96.1,95.9,2002.0,0.38571428571428545,0.8292682926829261,False
138,Sacramento Kings,103.6,100.7,2000,False,0.7714285714285712,0.6293103448275863,True,Portland Trail Blazers,100.6,98.9,2002.0,0.5999999999999998,0.5853658536585358,False
139,San Antonio Spurs,103.5,97.1,2000,False,0.7642857142857145,0.939655172413794,True,Sacramento Kings,102.8,95.8,2002.0,0.7047619047619046,0.8373983739837398,True
140,Seattle SuperSonics,104.0,103.1,2000,False,0.8000000000000002,0.4224137931034489,False,San Antonio Spurs,98.9,94.6,2002.0,0.5190476190476193,0.9349593495934961,True
141,Toronto Raptors,102.7,102.8,2000,False,0.7071428571428575,0.4482758620689659,False,Seattle SuperSonics,102.5,101.8,2002.0,0.6904761904761905,0.34959349593495925,False
142,Utah Jazz,105.7,101.1,2000,False,0.9214285714285718,0.5948275862068974,True,Toronto Raptors,96.8,104.5,2002.0,0.4190476190476189,0.13008130081300773,False
143,Vancouver Grizzlies,100.7,106.7,2000,False,0.5642857142857147,0.1120689655172412,False,Utah Jazz,102.5,98.4,2002.0,0.6904761904761905,0.6260162601626009,True
144,Washington Wizards,101.8,105.2,2000,False,0.6428571428571429,0.2413793103448275,False,Washington Wizards,100.9,99.3,2002.0,0.6142857142857145,0.5528455284552845,False
145,Atlanta Hawks,96.9,102.4,2001,False,0.0900900900900901,0.3958333333333327,False,Atlanta Hawks,97.0,103.3,2003.0,0.11688311688311677,0.2165605095541404,False
146,Boston Celtics,100.1,102.3,2001,False,0.3783783783783775,0.4062500000000002,False,Boston Celtics,101.8,101.4,2003.0,0.42857142857142844,0.3375796178343946,False
147,Charlotte Hornets,99.7,97.6,2001,False,0.3423423423423423,0.8958333333333335,False,Chicago Bulls,95.2,103.6,2003.0,0.0,0.19745222929936357,False
148,Chicago Bulls,95.9,105.9,2001,False,0.0,0.0312499999999996,False,Cleveland Cavaliers,98.0,101.3,2003.0,0.18181818181818174,0.3439490445859875,False
149,Cleveland Cavaliers,99.3,103.5,2001,False,0.3063063063063057,0.28125,False,Dallas Mavericks,107.4,102.8,2003.0,0.7922077922077928,0.2484076433121022,False
150,Dallas Mavericks,105.6,101.2,2001,False,0.8738738738738733,0.5208333333333328,True,Denver Nuggets,101.6,98.9,2003.0,0.4155844155844153,0.4968152866242036,False
151,Denver Nuggets,102.2,104.9,2001,False,0.5675675675675677,0.1354166666666663,False,Detroit Pistons,98.0,95.1,2003.0,0.18181818181818174,0.7388535031847138,False
152,Detroit Pistons,98.5,100.3,2001,False,0.2342342342342338,0.6145833333333334,False,Golden State Warriors,101.5,100.9,2003.0,0.4090909090909091,0.3694267515923565,False
153,Golden State Warriors,96.3,105.5,2001,False,0.0360360360360352,0.0729166666666668,False,Houston Rockets,97.6,95.8,2003.0,0.15584415584415537,0.6942675159235672,False
154,Houston Rockets,105.2,102.8,2001,False,0.837837837837838,0.3541666666666669,False,Indiana Pacers,99.8,95.1,2003.0,0.2987012987012985,0.7388535031847138,False
155,Indiana Pacers,100.3,100.5,2001,False,0.3963963963963958,0.5937499999999998,False,Los Angeles Clippers,100.8,103.0,2003.0,0.3636363636363635,0.23566878980891737,False
156,Los Angeles Clippers,100.3,103.2,2001,False,0.3963963963963958,0.3124999999999998,False,Los Angeles Lakers,105.0,99.1,2003.0,0.6363636363636366,0.48407643312101956,False
157,Los Angeles Lakers,107.0,103.6,2001,True,1.0,0.2708333333333339,False,Memphis Grizzlies,100.9,99.7,2003.0,0.37012987012987053,0.44585987261146487,False
158,Miami Heat,99.4,97.1,2001,False,0.3153153153153155,0.9479166666666669,False,Miami Heat,95.6,99.5,2003.0,0.025974025974025435,0.4585987261146498,False
159,Milwaukee Bucks,106.8,102.6,2001,False,0.9819819819819816,0.3750000000000005,False,Milwaukee Bucks,101.2,99.4,2003.0,0.38961038961038985,0.4649681528662418,False
160,Minnesota Timberwolves,103.9,102.4,2001,False,0.7207207207207211,0.3958333333333327,False,Minnesota Timberwolves,103.9,98.5,2003.0,0.5649350649350654,0.5222929936305734,False
